Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",28-10-1983,09:00:00,Vostok-2M,Meteor-2 n†­11,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",29-10-1983,08:30:00,Tsyklon-2,Cosmos 1507,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-11-1983,12:30:00,Cosmos-3M (11K65M),Cosmos 1508,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",18-11-1983,06:32:00,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F7,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",23-11-1983,16:45:00,Molniya-M /Block ML,Molniya-1 n†­108,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-11-1983,12:33:00,Tsyklon-3,Cosmos 1510,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",28-11-1983,16:00:00,Space Shuttle Columbia,STS-9,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-12-1983,06:13:00,Cosmos-3M (11K65M),Cosmos 1513,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15-12-1983,12:25:00,Tsyklon-3,Cosmos 1515,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21-12-1983,06:07:00,Molniya-M /Block ML,Molniya-3 n†­109,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",27-12-1983,10:00:00,Cosmos-3MRB (65MRB),Cosmos 1517 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",28-12-1983,03:48:00,Molniya-M /Block 2BL,Cosmos 1518,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-01-1984,20:09:00,Cosmos-3M (11K65M),Cosmos 1522 to 1529,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-01-1984,18:08:00,Cosmos-3M (11K65M),Cosmos 1531,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-01-1984,07:58:00,N-II Star-37E,Yuri 2a,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",26-01-1984,12:00:00,Cosmos-3M (11K65M),Cosmos 1534,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",29-01-1984,12:25:00,Long March 3,STTW 1 (Dong Fang Hong 2),Retired,,Partial Failure
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",31-01-1984,03:08:00,Titan 34D,OPS-0441 (Vortex),Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",02-02-1984,17:38:00,Cosmos-3M (11K65M),Cosmos 1535,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",03-02-1984,13:00:00,Space Shuttle Challenger,STS-41-B,Retired,450,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",05-02-1984,18:44:00,Atlas-H MSD,NOSS-7,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",08-02-1984,09:23:00,Tsyklon-3,Cosmos 1536,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",14-02-1984,08:00:00,Mu-III S,Ohzora,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-02-1984,15:36:00,Cosmos-3M (11K65M),Cosmos 1538,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",05-03-1984,00:50:00,Ariane 1,Intelsat 508,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",06-03-1984,17:10:00,Molniya-M /Block 2BL,Cosmos 1541,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",15-03-1984,17:05:00,Tsyklon-3,Cosmos 1544,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",16-03-1984,23:29:00,Molniya-M /Block ML,Molniya-1 n†­110,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",04-04-1984,01:40:00,Molniya-M /Block 2BL,Cosmos 1547,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",06-04-1984,13:58:00,Space Shuttle Challenger,STS-41-C,Retired,450,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",08-04-1984,11:20:00,Long March 3,STTW 2 (Dong Fang Hong 2),Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",14-04-1984,16:52:00,Titan 34D,DSP-11,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",17-04-1984,17:45:00,Titan III(24)B,OPS 8424,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",04-05-1984,,Cosmos-3MRB (65MRB),BOR-4 Shuttle,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-05-1984,06:19:00,Cosmos-3M (11K65M),Cosmos 1550,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-05-1984,14:43:00,Cosmos-3M (11K65M),Cosmos 1553,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",23-05-1984,01:33:00,Ariane 1,Spacenet F1,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-05-1984,21:52:00,Cosmos-3M (11K65M),Cosmos 1559 to 1566,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",30-05-1984,18:46:00,Tsyklon-2,Cosmos 1567,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",06-06-1984,15:33:00,Molniya-M /Block 2BL,Cosmos 1569,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",06-06-1984,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",08-06-1984,11:28:00,Cosmos-3M (11K65M),Cosmos 1570,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",09-06-1984,23:03:00,Atlas-G Centaur-D1AR,Intelsat V -509,Retired,,Failure
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13-06-1984,11:37:00,Atlas-E/F SGS-2,GPS-9,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-06-1984,19:40:00,Cosmos-3M (11K65M),Cosmos 1574,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",25-06-1984,18:47:00,Titan 34D,USA-2 (KH-9),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-06-1984,04:59:00,Cosmos-3M (11K65M),Cosmos 1577,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",28-06-1984,13:10:00,Cosmos-3M (11K65M),Cosmos 1578,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03-07-1984,21:30:00,Molniya-M /Block 2BL,Cosmos 1581,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",05-07-1984,03:34:00,Tsyklon-3,Meteor-2 n†­11,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",02-08-1984,08:38:00,Molniya-M /Block 2BL,Cosmos 1586,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",02-08-1984,20:30:00,N-II Star-37E,Himawari 3,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",04-08-1984,13:32:00,Ariane 3,"Eutelsat-1 F2, Telecom 1A",Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07-08-1984,22:50:00,Tsyklon-2,Cosmos 1588,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",08-08-1984,12:08:00,Tsyklon-3,Cosmos 1589,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10-08-1984,00:03:00,Molniya-M /Block ML,Molniya-1 n†­111,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-08-1984,08:26:00,Molniya-M /Block ML,Molniya-1 n†­112,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",28-08-1984,00:00:00,Titan III(34)B Agena-D,Quasar 5,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",29-08-1984,00:21:00,Tsyklon-2,Cosmos 1579,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",30-08-1984,12:41:00,Space Shuttle Discovery,STS-41-D,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",07-09-1984,19:12:00,Molniya-M /Block 2BL,Cosmos 1596,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",08-09-1984,21:41:00,Atlas-E/F SGS-2,GPS-10,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",12-09-1984,05:44:00,Long March 2C,FSW-0 No.6,Active,30.8,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",13-09-1984,14:54:00,Cosmos-3M (11K65M),Cosmos 1598,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-09-1984,09:30:00,Cosmos-3M (11K65M),Cosmos 1601,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",28-09-1984,06:00:00,Tsyklon-3,Cosmos 1602,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",04-10-1984,19:49:00,Molniya-M /Block 2BL,Cosmos 1604,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",05-10-1984,11:03:00,Space Shuttle Challenger,STS-41-G,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11-10-1984,14:43:00,Cosmos-3M (11K65M),Cosmos 1605,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",18-10-1984,17:46:00,Tsyklon-3,Cosmos 1606,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",31-10-1984,12:29:00,Tsyklon-2,Cosmos 1607,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",08-11-1984,12:15:00,Space Shuttle Discovery,STS-51-A,Retired,450,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",10-11-1984,01:14:00,Ariane 3,"Spacenet 2, MARECS-2",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15-11-1984,06:40:00,Cosmos-3M (11K65M),Cosmos 1610,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",27-11-1984,14:22:00,Tsyklon-3,Meteor-3 n†­1a,Retired,,Partial Failure
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",04-12-1984,18:03:00,Titan 34D,USA-6 (KH-11),Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",12-12-1984,10:42:00,Atlas-E/F Star-37S-ISS,NOAA-F,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",14-12-1984,20:40:00,Molniya-M /Block ML,Molniya-1 n†­113,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",19-12-1984,03:55:00,Cosmos-3MRB (65MRB),Cosmos 1614 (BOR-4 Space Shuttle),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",20-12-1984,13:00:00,Cosmos-3M (11K65M),Cosmos 1615,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",22-12-1984,00:02:00,Titan 34D,DSP-12,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",15-01-1985,14:51:00,Tsyklon-3,Cosmos 1617 to 1622,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",15-01-1985,17:46:00,Cosmos-3M (11K65M),Cosmos 1624,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16-01-1985,06:22:00,Molniya-M /Block ML,Molniya-3 n†­114,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",23-01-1985,19:58:00,Tsyklon-2,Cosmos 1625,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-01-1985,16:45:00,Tsyklon-3,Cosmos 1626,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",24-01-1985,19:50:00,Space Shuttle Discovery,STS-51-C,Retired,450,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",01-02-1985,19:36:00,Cosmos-3M (11K65M),Cosmos 1627,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",06-02-1985,21:45:00,Tsyklon-3,Meteor-2 n†­12,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",07-02-1985,19:26:00,Mu-III S2,Sakigake,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",08-02-1985,23:22:00,Ariane 3,"Arabsat-1A, Brasilsat-A1",Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",08-02-1985,,Titan III(34)B Agena-D,Quasar 6,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27-02-1985,12:56:00,Cosmos-3M (11K65M),Cosmos 1631,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",05-03-1985,15:39:00,Tsyklon-3,Cosmos 1633,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13-03-1985,02:00:00,Atlas-E/F OIS,Geosat,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14-03-1985,01:09:00,Cosmos-3M (11K65M),Cosmos 1634,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21-03-1985,00:08:00,Cosmos-3M (11K65M),Cosmos 1635 to 1642,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",22-03-1985,23:55:00,Atlas-G Centaur-D1AR,Intelsat V -510,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",12-04-1985,13:59:00,Space Shuttle Discovery,STS-51-D,Retired,450,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",13-04-1985,08:00:00,Zenit-2,EPN 03.0694 n†­1,Retired,,Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",17-04-1985,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",18-04-1985,21:40:00,Tsyklon-2,Cosmos 1646,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26-04-1985,,Molniya-M /Block SO-L,Prognoz n†­10,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",06-05-1985,16:02:00,Space Shuttle Challenger,STS-51-B,Retired,450,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",08-05-1985,01:15:00,Ariane 3,"GStar-1, Telecom 1B",Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29-05-1985,07:40:00,Molniya-M /Block ML,Molniya-3 n†­115,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30-05-1985,01:14:00,Cosmos-3M (11K65M),Cosmos 1655,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11-06-1985,14:26:00,Molniya-M /Block 2BL,Cosmos 1658,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",12-06-1985,15:09:00,Molniya-M /Block 2BL,Cosmos 1675,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",14-06-1985,10:36:00,Tsyklon-3,Cosmos 1660,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",17-06-1985,11:33:00,Space Shuttle Discovery,STS-51-G,Retired,450,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",18-06-1985,00:40:00,Molniya-M /Block 2BL,Cosmos 1661,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-06-1985,11:30:00,Cosmos-3M (11K65M),Cosmos 1662,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",21-06-1985,08:29:00,Zenit-2,EPN 03.0694 n†­2,Retired,,Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",30-06-1985,00:44:00,Atlas-G Centaur-D1AR,Intelsat V -511,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",02-07-1985,11:23:00,Ariane 1,Giotto,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",08-07-1985,23:40:00,Tsyklon-3,Cosmos 1666,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17-07-1985,01:05:00,Molniya-M /Block ML,Molniya-3 n†­116,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",25-07-1985,21:00:00,Space Shuttle Challenger,STS-51-F,Retired,450,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",01-08-1985,05:36:00,Tsyklon-2,Cosmos 1670,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",08-08-1985,11:45:00,Tsyklon-3,Cosmos 1674,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",18-08-1985,23:33:00,Mu-III S2,Suisei,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",22-08-1985,19:28:00,Molniya-M /Block ML,Molniya-1 n†­117,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",23-08-1985,22:33:00,Tsyklon-2,Cosmos 1677,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",27-08-1985,10:58:00,Space Shuttle Discovery,STS-51-I,Retired,450,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",28-08-1985,21:20:00,Titan 34D,KH-11,Retired,,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",04-09-1985,17:05:00,Cosmos-3M (11K65M),Cosmos 1680,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",12-09-1985,23:26:00,Ariane 3,"ECS 3, Spacenet 3",Retired,,Failure
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",19-09-1985,01:32:00,Tsyklon-2,Cosmos 1682,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-09-1985,01:18:00,Molniya-M /Block 2BL,Cosmos 1684,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",28-09-1985,23:17:00,Atlas-G Centaur-D1AR,Intelsat V -512,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",30-09-1985,19:23:00,Molniya-M /Block 2BL,Cosmos 1687,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",02-10-1985,09:00:00,Cosmos-3M (11K65M),Cosmos 1688,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",03-10-1985,05:48:00,Vostok-2M,Cosmos 1689,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03-10-1985,07:33:00,Molniya-M /Block ML,Molniya-3 n†­118,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",03-10-1985,15:15:00,Space Shuttle Atlantis,STS-51-J,Retired,450,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",09-10-1985,02:53:00,Atlas-E/F SGS-2,GPS-11,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",09-10-1985,21:35:00,Tsyklon-3,Cosmos 1690 to 1695,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",21-10-1985,05:04:00,Long March 2C,FSW-0 No.7,Active,30.8,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",22-10-1985,07:00:00,Zenit-2,Cosmos 1697,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",22-10-1985,20:24:00,Molniya-M /Block 2BL,Cosmos 1698,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",23-10-1985,00:42:00,Molniya-M /Block ML,Molniya-1 n†­119,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",23-10-1985,17:24:00,Cosmos-3M (11K65M),Parouss n†­50,Retired,,Failure
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",24-10-1985,02:30:00,Tsyklon-3,Meteor-3 n†­1,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28-10-1985,17:24:00,Molniya-M /Block ML,Molniya-1 n†­120,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",06-11-1985,17:00:00,Space Shuttle Challenger,STS-61-A,Retired,450,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",09-11-1985,08:25:00,Molniya-M /Block 2BL,Cosmos 1701,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",22-11-1985,22:20:00,Tsyklon-3,Cosmos 1703,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",27-11-1985,00:29:00,Space Shuttle Atlantis,STS-61-B,Retired,450,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",28-11-1985,13:12:00,Cosmos-3M (11K65M),Cosmos 1704,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",12-12-1985,15:51:00,Tsyklon-3,Cosmos 1707,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",19-12-1985,08:46:00,Cosmos-3M (11K65M),Cosmos 1709,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-12-1985,18:56:00,Molniya-M /Block ML,Molniya-3 n†­121,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",26-12-1985,01:50:00,Tsyklon-3,Meteor-2 n†­13,Retired,,Success
RVSN USSR,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",28-12-1985,09:16:00,Zenit-2,Cosmos 1714,Retired,,Partial Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",09-01-1986,02:48:00,Cosmos-3M (11K65M),Cosmos 1716 to 1723,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",12-01-1986,11:55:00,Space Shuttle Columbia,STS-61-C,Retired,450,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16-01-1986,11:38:00,Cosmos-3M (11K65M),Cosmos 1725,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",17-01-1986,07:21:00,Tsyklon-3,Cosmos 1726,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-01-1986,18:52:00,Cosmos-3M (11K65M),Cosmos 1727,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",28-01-1986,16:38:00,Space Shuttle Challenger,STS-51-L,Retired,450,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China",01-02-1986,12:27:00,Long March 3,DFH-2A-T1,Retired,,Success
RVSN USSR,"Site 16/2, Plesetsk Cosmodrome, Russia",01-02-1986,18:11:00,Molniya-M /Block 2BL,Cosmos 1729,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",09-02-1986,10:06:00,Atlas-H MSD,NOSS-8,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",11-02-1986,06:56:00,Tsyklon-3,Cosmos 1732,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",12-02-1986,07:55:00,N-II Star-37E,Yuri 2b,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",19-02-1986,23:04:00,Tsyklon-3,Cosmos 1733,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22-02-1986,01:44:00,Ariane 1,SPOT-1 & Viking,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27-02-1986,01:44:00,Tsyklon-2,Cosmos 1735,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",21-03-1986,10:05:00,Tsyklon-2,Cosmos 1736,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",25-03-1986,19:26:00,Tsyklon-2,Cosmos 1737,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",28-03-1986,23:30:00,Ariane 3,"GStar-2, Brasilsat-A2",Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-04-1986,21:02:00,Cosmos-3M (11K65M),Cosmos 1741,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",18-04-1986,18:45:00,Titan 34D,KH-9,Retired,,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18-04-1986,19:50:00,Molniya-M /Block ML,Molniya-3 n†­122,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",15-05-1986,04:26:00,Tsyklon-3,Cosmos 1743,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-05-1986,12:54:00,Cosmos-3M (11K65M),Cosmos 1745,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",27-05-1986,09:29:00,Tsyklon-3,Meteor-2 n†­14,Retired,,Success
Arianespace,"ELA-1, Guiana Space Centre, French Guiana, France",31-05-1986,00:53:00,Ariane 2,Intelsat-5A 14,Retired,,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",06-06-1986,03:57:00,Cosmos-3M (11K65M),Cosmos 1748 to 1755,Retired,,Success
RVSN USSR,"Site 32/1, Plesetsk Cosmodrome, Russia",12-06-1986,04:42:00,Tsyklon-3,Cosmos 1758,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",18-06-1986,20:03:00,Cosmos-3M (11K65M),Cosmos 1759,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",19-06-1986,21:09:00,Molniya-M /Block ML,Molniya-3 n†­123,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",05-07-1986,01:16:00,Molniya-M /Block 2BL,Cosmos 1761,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",16-07-1986,04:21:00,Cosmos-3M (11K65M),Cosmos 1763,Retired,,Partial Failure
